Year,Month,Day,Hour,Minute,Second,batt_mV,Channel,Gape,Line_ID,Sensor_ID,Rep,Mussel_ID,Time_Machine,Beaker_ID,Group,File_name,P_Status,Status,Length(mm),Intensity,Note
2025,7,01,15,13,50,4632,Ch1,2487,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,13,50,4632,Ch2,3420,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,13,50,4632,Ch4,2546,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,13,50,4632,Ch7,1551,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,14,0,4632,Ch1,2487,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,14,0,4632,Ch2,3419,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,14,0,4632,Ch4,2547,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,14,0,4632,Ch7,1550,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,14,10,4632,Ch1,2487,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,14,10,4632,Ch2,3423,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,14,10,4632,Ch4,2545,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,14,10,4632,Ch7,1549,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,14,20,4632,Ch1,2487,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,14,20,4632,Ch2,3447,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,14,20,4632,Ch4,2546,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,14,20,4632,Ch7,1549,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,14,30,4632,Ch1,2488,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,14,30,4632,Ch2,3445,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,14,30,4632,Ch4,2546,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,14,30,4632,Ch7,1545,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,14,40,4632,Ch1,2487,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,14,40,4632,Ch2,3447,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,14,40,4632,Ch4,2544,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,14,40,4632,Ch7,1540,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,14,50,4632,Ch1,2487,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,14,50,4632,Ch2,3453,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,14,50,4632,Ch4,2545,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,14,50,4632,Ch7,1534,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,15,0,4637,Ch1,2489,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,15,0,4637,Ch2,3459,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,15,0,4637,Ch4,2545,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,15,0,4637,Ch7,1528,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,15,10,4632,Ch1,2486,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,15,10,4632,Ch2,3462,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,15,10,4632,Ch4,2545,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,15,10,4632,Ch7,1531,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,15,20,4632,Ch1,2487,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,15,20,4632,Ch2,3459,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,15,20,4632,Ch4,2543,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,15,20,4632,Ch7,1540,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,15,30,4632,Ch1,2486,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,15,30,4632,Ch2,3481,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,15,30,4632,Ch4,2542,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,15,30,4632,Ch7,1551,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,15,40,4632,Ch1,2491,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,15,40,4632,Ch2,3481,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,15,40,4632,Ch4,2541,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,15,40,4632,Ch7,1549,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,15,50,4632,Ch1,2492,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,15,50,4632,Ch2,3482,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,15,50,4632,Ch4,2541,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,15,50,4632,Ch7,1543,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,16,0,4632,Ch1,2491,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,16,0,4632,Ch2,3442,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,16,0,4632,Ch4,2539,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,16,0,4632,Ch7,1533,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,16,10,4632,Ch1,2491,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,16,10,4632,Ch2,3436,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,16,10,4632,Ch4,2539,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,16,10,4632,Ch7,1546,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,16,20,4632,Ch1,2493,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,16,20,4632,Ch2,3435,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,16,20,4632,Ch4,2542,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,16,20,4632,Ch7,1561,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,16,30,4632,Ch1,2491,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,16,30,4632,Ch2,3433,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,16,30,4632,Ch4,2535,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,16,30,4632,Ch7,1562,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,16,40,4632,Ch1,2492,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,16,40,4632,Ch2,3862,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,16,40,4632,Ch4,2529,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,16,40,4632,Ch7,1562,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,16,50,4632,Ch1,2493,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,16,50,4632,Ch2,3897,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,16,50,4632,Ch4,2532,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,16,50,4632,Ch7,1560,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,17,0,4632,Ch1,2492,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,17,0,4632,Ch2,3825,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,17,0,4632,Ch4,2530,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,17,0,4632,Ch7,1561,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,17,10,4632,Ch1,2490,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,17,10,4632,Ch2,3733,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,17,10,4632,Ch4,2533,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,17,10,4632,Ch7,1560,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,17,20,4632,Ch1,2492,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,17,20,4632,Ch2,3927,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,17,20,4632,Ch4,2529,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,17,20,4632,Ch7,1557,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,17,30,4632,Ch1,2490,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,17,30,4632,Ch2,3921,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,17,30,4632,Ch4,2530,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,17,30,4632,Ch7,1560,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,17,40,4632,Ch1,2492,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,17,40,4632,Ch2,3847,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,17,40,4632,Ch4,2529,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,17,40,4632,Ch7,1559,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,17,50,4632,Ch1,2492,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,17,50,4632,Ch2,3773,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,17,50,4632,Ch4,2531,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,17,50,4632,Ch7,1559,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,18,0,4632,Ch1,2491,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,18,0,4632,Ch2,3769,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,18,0,4632,Ch4,2530,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,18,0,4632,Ch7,1558,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,18,10,4632,Ch1,2491,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,18,10,4632,Ch2,3764,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,18,10,4632,Ch4,2530,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,18,10,4632,Ch7,1556,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,18,20,4632,Ch1,2491,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,18,20,4632,Ch2,3763,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,18,20,4632,Ch4,2527,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,18,20,4632,Ch7,1551,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,18,30,4632,Ch1,2493,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,18,30,4632,Ch2,3762,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,18,30,4632,Ch4,2528,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,18,30,4632,Ch7,1557,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,18,40,4632,Ch1,2492,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,18,40,4632,Ch2,3751,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,18,40,4632,Ch4,2525,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,18,40,4632,Ch7,1564,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,18,50,4632,Ch1,2492,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,18,50,4632,Ch2,3747,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,18,50,4632,Ch4,2524,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,18,50,4632,Ch7,1568,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,19,0,4632,Ch1,2492,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,19,0,4632,Ch2,3831,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,19,0,4632,Ch4,2522,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,19,0,4632,Ch7,1567,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,19,10,4632,Ch1,2490,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,19,10,4632,Ch2,3818,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,19,10,4632,Ch4,2521,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,19,10,4632,Ch7,1567,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,19,20,4632,Ch1,2490,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,19,20,4632,Ch2,3806,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,19,20,4632,Ch4,2518,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,19,20,4632,Ch7,1566,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,19,30,4632,Ch1,2492,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,19,30,4632,Ch2,3779,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,19,30,4632,Ch4,2520,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,19,30,4632,Ch7,1565,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,19,40,4632,Ch1,2490,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,19,40,4632,Ch2,3707,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,19,40,4632,Ch4,2519,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,19,40,4632,Ch7,1565,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,19,50,4632,Ch1,2491,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,19,50,4632,Ch2,3693,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,19,50,4632,Ch4,2518,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,19,50,4632,Ch7,1565,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,20,0,4632,Ch1,2489,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,20,0,4632,Ch2,3660,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,20,0,4632,Ch4,2515,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,20,0,4632,Ch7,1561,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,20,10,4632,Ch1,2490,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,20,10,4632,Ch2,3663,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,20,10,4632,Ch4,2512,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,20,10,4632,Ch7,1555,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,20,20,4632,Ch1,2490,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,20,20,4632,Ch2,3658,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,20,20,4632,Ch4,2510,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,20,20,4632,Ch7,1559,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,20,30,4632,Ch1,2490,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,20,30,4632,Ch2,3654,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,20,30,4632,Ch4,2509,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,20,30,4632,Ch7,1565,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,20,40,4632,Ch1,2491,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,20,40,4632,Ch2,3649,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,20,40,4632,Ch4,2506,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,20,40,4632,Ch7,1566,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,20,50,4632,Ch1,2491,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,20,50,4632,Ch2,3651,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,20,50,4632,Ch4,2506,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,20,50,4632,Ch7,1565,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,21,0,4632,Ch1,2490,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,21,0,4632,Ch2,3651,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,21,0,4632,Ch4,2505,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,21,0,4632,Ch7,1565,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,21,10,4632,Ch1,2489,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,21,10,4632,Ch2,3648,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,21,10,4632,Ch4,2505,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,21,10,4632,Ch7,1565,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,21,20,4632,Ch1,2490,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,21,20,4632,Ch2,3625,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,21,20,4632,Ch4,2538,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,21,20,4632,Ch7,1565,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,21,30,4632,Ch1,2490,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,21,30,4632,Ch2,3568,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,21,30,4632,Ch4,2538,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,21,30,4632,Ch7,1562,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,21,40,4632,Ch1,2491,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,21,40,4632,Ch2,3535,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,21,40,4632,Ch4,2539,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,21,40,4632,Ch7,1563,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,21,50,4632,Ch1,2491,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
2025,7,01,15,21,50,4632,Ch2,3510,2,B,1,B50,14:55-15:25,2,CM,00000007.DAT,uninfected,uninfected,"33,9",0,NA
2025,7,01,15,21,50,4632,Ch4,2539,4,B,1,G21,14:55-15:25,3,HS,00000007.DAT,infected,infected,34,15,NA
2025,7,01,15,21,50,4632,Ch7,1551,7,B,1,B22,14:55-15:25,4,HS,00000007.DAT,uninfected,uninfected,30,0,NA
2025,7,01,15,22,0,4632,Ch1,2490,1,B,1,G65,14:55-15:25,1,CM,00000007.DAT,infected,infected,"31,2",8,NA
